"agency_cd","site_no","Date","Flow","Flow_cd"
"USGS","08164000",2007-09-18,112,"A"
"USGS","08164000",2007-09-19,104,"A"
"USGS","08164000",2007-09-20,99.4,"A"
"USGS","08164000",2007-09-21,91.8,"A"
"USGS","08164000",2007-09-22,88.8,"A"
"USGS","08164000",2007-09-23,88,"A"
"USGS","08164000",2007-09-24,86.9,"A"
"USGS","08164000",2007-09-25,90.2,"A"
"USGS","08164000",2007-09-26,87.9,"A"
"USGS","08164000",2007-09-27,85.5,"A"
"USGS","08164000",2007-09-28,82.9,"A"
"USGS","08164000",2007-09-29,87.7,"A"
"USGS","08164000",2007-09-30,84.2,"A"
"USGS","08164000",2007-10-01,86.7,"A"
"USGS","08164000",2007-10-02,76.2,"A"
"USGS","08164000",2007-10-03,71.2,"A"
"USGS","08164000",2007-10-04,69.8,"A"
"USGS","08164000",2007-10-05,70.6,"A"
"USGS","08164000",2007-10-06,73.6,"A"
"USGS","08164000",2007-10-07,74.7,"A"
"USGS","08164000",2007-10-08,81.9,"A"
"USGS","08164000",2007-10-09,86.3,"A"
"USGS","08164000",2007-10-10,69.5,"A"
"USGS","08164000",2007-10-11,62.7,"A"
"USGS","08164000",2007-10-12,60.8,"A"
"USGS","08164000",2007-10-13,59.1,"A"
"USGS","08164000",2007-10-14,65.9,"A"
"USGS","08164000",2007-10-15,219,"A"
"USGS","08164000",2007-10-16,1030,"A"
"USGS","08164000",2007-10-17,4560,"A"
"USGS","08164000",2007-10-18,1660,"A"
"USGS","08164000",2007-10-19,270,"A"
"USGS","08164000",2007-10-20,182,"A"
"USGS","08164000",2007-10-21,146,"A"
"USGS","08164000",2007-10-22,131,"A"
"USGS","08164000",2007-10-23,113,"A"
"USGS","08164000",2007-10-24,105,"A"
"USGS","08164000",2007-10-25,87.9,"A"
"USGS","08164000",2007-10-26,79.8,"A"
"USGS","08164000",2007-10-27,74.2,"A"
"USGS","08164000",2007-10-28,71.2,"A"
"USGS","08164000",2007-10-29,67,"A"
"USGS","08164000",2007-10-30,65.5,"A"
"USGS","08164000",2007-10-31,64.6,"A"
"USGS","08164000",2007-11-01,62.4,"A"
"USGS","08164000",2007-11-02,60.6,"A"
"USGS","08164000",2007-11-03,61.2,"A"
"USGS","08164000",2007-11-04,60.9,"A"
"USGS","08164000",2007-11-05,60.7,"A"
"USGS","08164000",2007-11-06,57.4,"A"
"USGS","08164000",2007-11-07,53.1,"A"
"USGS","08164000",2007-11-08,58.2,"A"
"USGS","08164000",2007-11-09,58.6,"A"
"USGS","08164000",2007-11-10,58.8,"A"
"USGS","08164000",2007-11-11,56.6,"A"
"USGS","08164000",2007-11-12,56.3,"A"
"USGS","08164000",2007-11-13,57.2,"A"
"USGS","08164000",2007-11-14,56.1,"A"
"USGS","08164000",2007-11-15,44.2,"A"
"USGS","08164000",2007-11-16,47,"A"
"USGS","08164000",2007-11-17,57.6,"A"
"USGS","08164000",2007-11-18,57,"A"
"USGS","08164000",2007-11-19,58.3,"A"
"USGS","08164000",2007-11-20,57.8,"A"
"USGS","08164000",2007-11-21,83.1,"A"
"USGS","08164000",2007-11-22,67.1,"A"
"USGS","08164000",2007-11-23,58.3,"A"
"USGS","08164000",2007-11-24,60.9,"A"
"USGS","08164000",2007-11-25,91.2,"A"
"USGS","08164000",2007-11-26,357,"A"
"USGS","08164000",2007-11-27,157,"A"
"USGS","08164000",2007-11-28,104,"A"
"USGS","08164000",2007-11-29,80.8,"A"
"USGS","08164000",2007-11-30,75.4,"A"
"USGS","08164000",2007-12-01,73.8,"A"
"USGS","08164000",2007-12-02,70.9,"A"
"USGS","08164000",2007-12-03,53.7,"A"
"USGS","08164000",2007-12-04,53.7,"A"
"USGS","08164000",2007-12-05,52.8,"A"
"USGS","08164000",2007-12-06,57.6,"A"
"USGS","08164000",2007-12-07,62.9,"A"
"USGS","08164000",2007-12-08,64.2,"A"
"USGS","08164000",2007-12-09,62.4,"A"
"USGS","08164000",2007-12-10,56.9,"A"
"USGS","08164000",2007-12-11,62.8,"A"
"USGS","08164000",2007-12-12,55.2,"A"
"USGS","08164000",2007-12-13,56.1,"A"
"USGS","08164000",2007-12-14,64.7,"A"
"USGS","08164000",2007-12-15,59.3,"A"
"USGS","08164000",2007-12-16,54,"A"
"USGS","08164000",2007-12-17,58.4,"A"
"USGS","08164000",2007-12-18,61.1,"A"
"USGS","08164000",2007-12-19,61.7,"A"
"USGS","08164000",2007-12-20,52.7,"A"
"USGS","08164000",2007-12-21,53.3,"A"
"USGS","08164000",2007-12-22,53.6,"A"
"USGS","08164000",2007-12-23,44.4,"A"
"USGS","08164000",2007-12-24,48.1,"A"
"USGS","08164000",2007-12-25,49.6,"A"
"USGS","08164000",2007-12-26,49.3,"A"
"USGS","08164000",2007-12-27,51.5,"A"
"USGS","08164000",2007-12-28,47.4,"A"
"USGS","08164000",2007-12-29,48.5,"A"
"USGS","08164000",2007-12-30,46.2,"A"
"USGS","08164000",2007-12-31,47,"A"
"USGS","08164000",2008-01-01,43.1,"A"
"USGS","08164000",2008-01-02,40.6,"A"
"USGS","08164000",2008-01-03,45.5,"A"
"USGS","08164000",2008-01-04,50.1,"A"
"USGS","08164000",2008-01-05,50.9,"A"
"USGS","08164000",2008-01-06,53.6,"A"
"USGS","08164000",2008-01-07,56.2,"A"
"USGS","08164000",2008-01-08,51.8,"A"
"USGS","08164000",2008-01-09,47,"A"
"USGS","08164000",2008-01-10,47.3,"A"
"USGS","08164000",2008-01-11,42.9,"A"
"USGS","08164000",2008-01-12,44.2,"A"
"USGS","08164000",2008-01-13,42.2,"A"
"USGS","08164000",2008-01-14,44.6,"A"
"USGS","08164000",2008-01-15,48.3,"A"
"USGS","08164000",2008-01-16,57.2,"A"
"USGS","08164000",2008-01-17,62.3,"A"
"USGS","08164000",2008-01-18,78.2,"A"
"USGS","08164000",2008-01-19,146,"A"
"USGS","08164000",2008-01-20,443,"A"
"USGS","08164000",2008-01-21,223,"A"
"USGS","08164000",2008-01-22,190,"A"
"USGS","08164000",2008-01-23,273,"A"
"USGS","08164000",2008-01-24,191,"A"
"USGS","08164000",2008-01-25,144,"A"
"USGS","08164000",2008-01-26,129,"A"
"USGS","08164000",2008-01-27,104,"A"
"USGS","08164000",2008-01-28,98,"A"
"USGS","08164000",2008-01-29,82.8,"A"
"USGS","08164000",2008-01-30,69.6,"A"
"USGS","08164000",2008-01-31,66.6,"A"
"USGS","08164000",2008-02-01,56.5,"A"
"USGS","08164000",2008-02-02,62.5,"A"
"USGS","08164000",2008-02-03,66.7,"A"
"USGS","08164000",2008-02-04,64.2,"A"
"USGS","08164000",2008-02-05,60.7,"A"
"USGS","08164000",2008-02-06,66.3,"A"
"USGS","08164000",2008-02-07,67.6,"A"
"USGS","08164000",2008-02-08,56.6,"A"
"USGS","08164000",2008-02-09,55,"A"
"USGS","08164000",2008-02-10,53.5,"A"
"USGS","08164000",2008-02-11,57.8,"A"
"USGS","08164000",2008-02-12,173,"A"
"USGS","08164000",2008-02-13,117,"A"
"USGS","08164000",2008-02-14,83.8,"A"
"USGS","08164000",2008-02-15,77.7,"A"
"USGS","08164000",2008-02-16,73.8,"A"
"USGS","08164000",2008-02-17,122,"A"
"USGS","08164000",2008-02-18,161,"A"
"USGS","08164000",2008-02-19,121,"A"
"USGS","08164000",2008-02-20,152,"A"
"USGS","08164000",2008-02-21,275,"A"
"USGS","08164000",2008-02-22,142,"A"
"USGS","08164000",2008-02-23,96.2,"A"
"USGS","08164000",2008-02-24,96.7,"A"
"USGS","08164000",2008-02-25,91.8,"A"
"USGS","08164000",2008-02-26,63.7,"A"
"USGS","08164000",2008-02-27,52.9,"A"
"USGS","08164000",2008-02-28,55.5,"A"
"USGS","08164000",2008-02-29,54.8,"A"
"USGS","08164000",2008-03-01,52.2,"A"
"USGS","08164000",2008-03-02,57.2,"A"
"USGS","08164000",2008-03-03,65.7,"A"
"USGS","08164000",2008-03-04,62,"A"
"USGS","08164000",2008-03-05,48.6,"A"
"USGS","08164000",2008-03-06,243,"A"
"USGS","08164000",2008-03-07,2100,"A"
"USGS","08164000",2008-03-08,614,"A"
"USGS","08164000",2008-03-09,350,"A"
"USGS","08164000",2008-03-10,279,"A"
"USGS","08164000",2008-03-11,397,"A"
"USGS","08164000",2008-03-12,258,"A"
"USGS","08164000",2008-03-13,188,"A"
"USGS","08164000",2008-03-14,149,"A"
"USGS","08164000",2008-03-15,120,"A"
"USGS","08164000",2008-03-16,105,"A"
"USGS","08164000",2008-03-17,100,"A"
"USGS","08164000",2008-03-18,95,"A"
"USGS","08164000",2008-03-19,87.3,"A"
"USGS","08164000",2008-03-20,82,"A"
"USGS","08164000",2008-03-21,81.3,"A"
"USGS","08164000",2008-03-22,77,"A"
"USGS","08164000",2008-03-23,75.8,"A"
"USGS","08164000",2008-03-24,68.7,"A"
"USGS","08164000",2008-03-25,72.4,"A"
"USGS","08164000",2008-03-26,75.7,"A"
"USGS","08164000",2008-03-27,72.7,"A"
"USGS","08164000",2008-03-28,76.3,"A"
"USGS","08164000",2008-03-29,73.6,"A"
"USGS","08164000",2008-03-30,75.4,"A"
"USGS","08164000",2008-03-31,74.6,"A"
"USGS","08164000",2008-04-01,70.1,"A"
"USGS","08164000",2008-04-02,66.3,"A"
"USGS","08164000",2008-04-03,69.4,"A"
"USGS","08164000",2008-04-04,70,"A"
"USGS","08164000",2008-04-05,60.3,"A"
"USGS","08164000",2008-04-06,60.1,"A"
"USGS","08164000",2008-04-07,63.8,"A"
"USGS","08164000",2008-04-08,66.1,"A"
"USGS","08164000",2008-04-09,68.5,"A"
"USGS","08164000",2008-04-10,67.5,"A"
"USGS","08164000",2008-04-11,56.2,"A"
"USGS","08164000",2008-04-12,45.9,"A"
"USGS","08164000",2008-04-13,45.4,"A"
"USGS","08164000",2008-04-14,43.1,"A"
"USGS","08164000",2008-04-15,47,"A"
"USGS","08164000",2008-04-16,46.2,"A"
"USGS","08164000",2008-04-17,45.3,"A"
"USGS","08164000",2008-04-18,52.5,"A"
"USGS","08164000",2008-04-19,55.4,"A"
"USGS","08164000",2008-04-20,56.1,"A"
"USGS","08164000",2008-04-21,59.2,"A"
"USGS","08164000",2008-04-22,52.3,"A"
"USGS","08164000",2008-04-23,47.2,"A"
"USGS","08164000",2008-04-24,44.2,"A"
"USGS","08164000",2008-04-25,41.4,"A"
"USGS","08164000",2008-04-26,49.8,"A"
"USGS","08164000",2008-04-27,52.2,"A"
"USGS","08164000",2008-04-28,46.1,"A"
"USGS","08164000",2008-04-29,57.9,"A"
"USGS","08164000",2008-04-30,53.7,"A"
"USGS","08164000",2008-05-01,49,"A"
"USGS","08164000",2008-05-02,42.4,"A"
"USGS","08164000",2008-05-03,39.1,"A"
"USGS","08164000",2008-05-04,36.3,"A"
"USGS","08164000",2008-05-05,34.6,"A"
"USGS","08164000",2008-05-06,34.5,"A"
"USGS","08164000",2008-05-07,33.8,"A"
"USGS","08164000",2008-05-08,33.5,"A"
"USGS","08164000",2008-05-09,32.5,"A"
"USGS","08164000",2008-05-10,31.6,"A"
"USGS","08164000",2008-05-11,31.3,"A"
"USGS","08164000",2008-05-12,30.8,"A"
"USGS","08164000",2008-05-13,30.3,"A"
"USGS","08164000",2008-05-14,30,"A"
"USGS","08164000",2008-05-15,29.7,"A"
"USGS","08164000",2008-05-16,29.6,"A"
"USGS","08164000",2008-05-17,29.7,"A"
"USGS","08164000",2008-05-18,29.9,"A"
"USGS","08164000",2008-05-19,30.6,"A"
"USGS","08164000",2008-05-20,28.9,"A"
"USGS","08164000",2008-05-21,27.7,"A"
"USGS","08164000",2008-05-22,27.1,"A"
"USGS","08164000",2008-05-23,26.2,"A"
"USGS","08164000",2008-05-24,24,"A"
"USGS","08164000",2008-05-25,22.8,"A"
"USGS","08164000",2008-05-26,22.6,"A"
"USGS","08164000",2008-05-27,21.4,"A"
"USGS","08164000",2008-05-28,21.9,"A"
"USGS","08164000",2008-05-29,22,"A"
"USGS","08164000",2008-05-30,21.4,"A"
"USGS","08164000",2008-05-31,20.3,"A"
"USGS","08164000",2008-06-01,19.8,"A"
"USGS","08164000",2008-06-02,19.6,"A"
"USGS","08164000",2008-06-03,19,"A"
"USGS","08164000",2008-06-04,19,"A e"
"USGS","08164000",2008-06-05,19,"A e"
"USGS","08164000",2008-06-06,19,"A e"
"USGS","08164000",2008-06-07,17.6,"A"
"USGS","08164000",2008-06-08,17.4,"A"
"USGS","08164000",2008-06-09,17.4,"A"
"USGS","08164000",2008-06-10,16.6,"A"
"USGS","08164000",2008-06-11,16.4,"A"
"USGS","08164000",2008-06-12,26.7,"A"
"USGS","08164000",2008-06-13,21,"A"
"USGS","08164000",2008-06-14,18.5,"A"
"USGS","08164000",2008-06-15,17.6,"A"
"USGS","08164000",2008-06-16,16.2,"A"
"USGS","08164000",2008-06-17,16,"A"
"USGS","08164000",2008-06-18,14.5,"A"
"USGS","08164000",2008-06-19,16.1,"A"
"USGS","08164000",2008-06-20,14.6,"A"
"USGS","08164000",2008-06-21,16.4,"A"
"USGS","08164000",2008-06-22,44.4,"A"
"USGS","08164000",2008-06-23,23.3,"A"
"USGS","08164000",2008-06-24,16.7,"A"
"USGS","08164000",2008-06-25,15,"A"
"USGS","08164000",2008-06-26,13.4,"A"
"USGS","08164000",2008-06-27,13,"A"
"USGS","08164000",2008-06-28,11.4,"A"
"USGS","08164000",2008-06-29,12.2,"A"
"USGS","08164000",2008-06-30,11.7,"A"
"USGS","08164000",2008-07-01,11.7,"A"
"USGS","08164000",2008-07-02,12.3,"A"
"USGS","08164000",2008-07-03,13.8,"A"
"USGS","08164000",2008-07-04,13.3,"A"
"USGS","08164000",2008-07-05,13.7,"A"
"USGS","08164000",2008-07-06,15.2,"A"
"USGS","08164000",2008-07-07,14.6,"A"
"USGS","08164000",2008-07-08,12.1,"A"
"USGS","08164000",2008-07-09,11.6,"A"
"USGS","08164000",2008-07-10,11.6,"A"
"USGS","08164000",2008-07-11,12,"A"
"USGS","08164000",2008-07-12,10.7,"A"
"USGS","08164000",2008-07-13,9.52,"A"
"USGS","08164000",2008-07-14,9.18,"A"
"USGS","08164000",2008-07-15,8.26,"A"
"USGS","08164000",2008-07-16,7.87,"A"
"USGS","08164000",2008-07-17,7.81,"A"
"USGS","08164000",2008-07-18,8.16,"A"
"USGS","08164000",2008-07-19,7.26,"A"
"USGS","08164000",2008-07-20,7.44,"A"
"USGS","08164000",2008-07-21,6.87,"A"
"USGS","08164000",2008-07-22,6.36,"A"
"USGS","08164000",2008-07-23,8.78,"A"
"USGS","08164000",2008-07-24,21.2,"A"
"USGS","08164000",2008-07-25,94.5,"A"
"USGS","08164000",2008-07-26,15.5,"A"
"USGS","08164000",2008-07-27,12.7,"A"
"USGS","08164000",2008-07-28,12.7,"A"
"USGS","08164000",2008-07-29,9.96,"A"
"USGS","08164000",2008-07-30,8.85,"A"
"USGS","08164000",2008-07-31,6.35,"A"
"USGS","08164000",2008-08-01,5.58,"A"
"USGS","08164000",2008-08-02,5.85,"A"
"USGS","08164000",2008-08-03,4.63,"A"
"USGS","08164000",2008-08-04,4.65,"A"
"USGS","08164000",2008-08-05,4.08,"A"
"USGS","08164000",2008-08-06,3.87,"A"
"USGS","08164000",2008-08-07,3.79,"A"
"USGS","08164000",2008-08-08,4.11,"A"
"USGS","08164000",2008-08-09,3.48,"A"
"USGS","08164000",2008-08-10,3.16,"A"
"USGS","08164000",2008-08-11,3.14,"A"
"USGS","08164000",2008-08-12,2.99,"A"
"USGS","08164000",2008-08-13,4.02,"A"
"USGS","08164000",2008-08-14,3.75,"A"
"USGS","08164000",2008-08-15,2.6,"A"
"USGS","08164000",2008-08-16,2.8,"A"
"USGS","08164000",2008-08-17,6.07,"A"
"USGS","08164000",2008-08-18,5.39,"A"
"USGS","08164000",2008-08-19,9.04,"A"
"USGS","08164000",2008-08-20,87.6,"A"
"USGS","08164000",2008-08-21,42.8,"A"
"USGS","08164000",2008-08-22,12.9,"A"
"USGS","08164000",2008-08-23,9.08,"A"
"USGS","08164000",2008-08-24,9.58,"A"
"USGS","08164000",2008-08-25,46.8,"A"
"USGS","08164000",2008-08-26,13.5,"A"
"USGS","08164000",2008-08-27,5.4,"A"
"USGS","08164000",2008-08-28,5,"A"
"USGS","08164000",2008-08-29,4.59,"A"
"USGS","08164000",2008-08-30,4.09,"A"
"USGS","08164000",2008-08-31,3.86,"A"
"USGS","08164000",2008-09-01,3.31,"A"
"USGS","08164000",2008-09-02,3.11,"A"
"USGS","08164000",2008-09-03,2.78,"A"
"USGS","08164000",2008-09-04,2.53,"A"
"USGS","08164000",2008-09-05,2.35,"A"
"USGS","08164000",2008-09-06,2.18,"A"
"USGS","08164000",2008-09-07,2.12,"A"
"USGS","08164000",2008-09-08,2.07,"A"
"USGS","08164000",2008-09-09,2.05,"A"
"USGS","08164000",2008-09-10,2.02,"A"
"USGS","08164000",2008-09-11,1.97,"A"
"USGS","08164000",2008-09-12,1.98,"A"
"USGS","08164000",2008-09-13,1.92,"A"
"USGS","08164000",2008-09-14,191,"A"
"USGS","08164000",2008-09-15,841,"A"
"USGS","08164000",2008-09-16,136,"A"
"USGS","08164000",2008-09-17,51.3,"A"
"USGS","08164000",2008-09-18,28.3,"A"
"USGS","08164000",2008-09-19,20.9,"A"
"USGS","08164000",2008-09-20,16.4,"A"
"USGS","08164000",2008-09-21,14.1,"A"
"USGS","08164000",2008-09-22,12.5,"A"
"USGS","08164000",2008-09-23,11.6,"A"
"USGS","08164000",2008-09-24,10.5,"A"
"USGS","08164000",2008-09-25,9.24,"A"
"USGS","08164000",2008-09-26,8.38,"A"
"USGS","08164000",2008-09-27,7.76,"A"
"USGS","08164000",2008-09-28,7.16,"A"
"USGS","08164000",2008-09-29,6.55,"A"
"USGS","08164000",2008-09-30,6.15,"A"
"USGS","08164000",2008-10-01,5.83,"A"
"USGS","08164000",2008-10-02,5.48,"A"
"USGS","08164000",2008-10-03,5.21,"A"
"USGS","08164000",2008-10-04,4.96,"A"
"USGS","08164000",2008-10-05,4.75,"A"
"USGS","08164000",2008-10-06,4.54,"A"
"USGS","08164000",2008-10-07,5.75,"A"
"USGS","08164000",2008-10-08,4.93,"A"
"USGS","08164000",2008-10-09,4.35,"A"
"USGS","08164000",2008-10-10,4.18,"A"
"USGS","08164000",2008-10-11,4.05,"A"
"USGS","08164000",2008-10-12,3.96,"A"
"USGS","08164000",2008-10-13,3.89,"A"
"USGS","08164000",2008-10-14,4.05,"A"
"USGS","08164000",2008-10-15,7.66,"A"
"USGS","08164000",2008-10-16,134,"A"
"USGS","08164000",2008-10-17,63.3,"A"
"USGS","08164000",2008-10-18,25.5,"A"
"USGS","08164000",2008-10-19,23.7,"A"
"USGS","08164000",2008-10-20,19.5,"A"
"USGS","08164000",2008-10-21,13.9,"A"
"USGS","08164000",2008-10-22,11.3,"A"
"USGS","08164000",2008-10-23,11.1,"A"
"USGS","08164000",2008-10-24,8.7,"A"
"USGS","08164000",2008-10-25,7.32,"A"
"USGS","08164000",2008-10-26,6.73,"A"
"USGS","08164000",2008-10-27,5.96,"A"
"USGS","08164000",2008-10-28,5.71,"A"
"USGS","08164000",2008-10-29,5.5,"A"
"USGS","08164000",2008-10-30,5.39,"A"
"USGS","08164000",2008-10-31,5.33,"A"
"USGS","08164000",2008-11-01,5.76,"A"
"USGS","08164000",2008-11-02,5.6,"A"
"USGS","08164000",2008-11-03,5.33,"A"
"USGS","08164000",2008-11-04,5.11,"A"
"USGS","08164000",2008-11-05,4.99,"A"
"USGS","08164000",2008-11-06,4.91,"A"
"USGS","08164000",2008-11-07,5.07,"A"
"USGS","08164000",2008-11-08,4.44,"A"
"USGS","08164000",2008-11-09,4.32,"A"
"USGS","08164000",2008-11-10,6.28,"A"
"USGS","08164000",2008-11-11,5.77,"A"
"USGS","08164000",2008-11-12,7.32,"A"
"USGS","08164000",2008-11-13,7.25,"A"
"USGS","08164000",2008-11-14,174,"A"
"USGS","08164000",2008-11-15,64.8,"A"
"USGS","08164000",2008-11-16,30.5,"A"
"USGS","08164000",2008-11-17,20.6,"A"
"USGS","08164000",2008-11-18,14.9,"A"
"USGS","08164000",2008-11-19,12.2,"A"
"USGS","08164000",2008-11-20,10.9,"A"
"USGS","08164000",2008-11-21,9.88,"A"
"USGS","08164000",2008-11-22,8.96,"A"
"USGS","08164000",2008-11-23,8.73,"A"
"USGS","08164000",2008-11-24,9.22,"A"
"USGS","08164000",2008-11-25,8.56,"A"
"USGS","08164000",2008-11-26,7.95,"A"
"USGS","08164000",2008-11-27,8.41,"A"
"USGS","08164000",2008-11-28,9.01,"A"
"USGS","08164000",2008-11-29,8.95,"A"
"USGS","08164000",2008-11-30,8.4,"A"
"USGS","08164000",2008-12-01,8.36,"A"
"USGS","08164000",2008-12-02,8.5,"A e"
"USGS","08164000",2008-12-03,8.4,"A e"
"USGS","08164000",2008-12-04,8.6,"A e"
"USGS","08164000",2008-12-05,8.4,"A e"
"USGS","08164000",2008-12-06,8.3,"A e"
"USGS","08164000",2008-12-07,8.5,"A e"
"USGS","08164000",2008-12-08,8.3,"A e"
"USGS","08164000",2008-12-09,8.1,"A e"
"USGS","08164000",2008-12-10,8,"A e"
"USGS","08164000",2008-12-11,8,"A e"
"USGS","08164000",2008-12-12,8.1,"A e"
"USGS","08164000",2008-12-13,8.2,"A e"
"USGS","08164000",2008-12-14,8,"A e"
"USGS","08164000",2008-12-15,8.2,"A e"
"USGS","08164000",2008-12-16,8.4,"A e"
"USGS","08164000",2008-12-17,8.6,"A e"
"USGS","08164000",2008-12-18,8.8,"A e"
"USGS","08164000",2008-12-19,9,"A e"
"USGS","08164000",2008-12-20,9.4,"A e"
"USGS","08164000",2008-12-21,10,"A e"
"USGS","08164000",2008-12-22,11,"A e"
"USGS","08164000",2008-12-23,12,"A"
"USGS","08164000",2008-12-24,12.7,"A"
"USGS","08164000",2008-12-25,11.7,"A"
"USGS","08164000",2008-12-26,11.4,"A"
"USGS","08164000",2008-12-27,11.5,"A"
"USGS","08164000",2008-12-28,11.5,"A"
"USGS","08164000",2008-12-29,9.88,"A"
"USGS","08164000",2008-12-30,12.2,"A"
"USGS","08164000",2008-12-31,15,"A"
"USGS","08164000",2009-01-01,16.1,"A"
"USGS","08164000",2009-01-02,15.5,"A"
"USGS","08164000",2009-01-03,10,"A"
"USGS","08164000",2009-01-04,10.2,"A"
"USGS","08164000",2009-01-05,10.2,"A"
"USGS","08164000",2009-01-06,10.7,"A"
"USGS","08164000",2009-01-07,10.7,"A"
"USGS","08164000",2009-01-08,10.3,"A"
"USGS","08164000",2009-01-09,10.4,"A"
"USGS","08164000",2009-01-10,11.1,"A"
"USGS","08164000",2009-01-11,10.9,"A"
"USGS","08164000",2009-01-12,10.7,"A"
"USGS","08164000",2009-01-13,10.4,"A"
"USGS","08164000",2009-01-14,10.3,"A"
"USGS","08164000",2009-01-15,10.1,"A"
"USGS","08164000",2009-01-16,10.2,"A"
"USGS","08164000",2009-01-17,10.3,"A"
"USGS","08164000",2009-01-18,10.3,"A"
"USGS","08164000",2009-01-19,10.2,"A"
"USGS","08164000",2009-01-20,10.1,"A"
"USGS","08164000",2009-01-21,10,"A"
"USGS","08164000",2009-01-22,10.1,"A"
"USGS","08164000",2009-01-23,10.2,"A"
"USGS","08164000",2009-01-24,10.1,"A"
"USGS","08164000",2009-01-25,10.2,"A"
"USGS","08164000",2009-01-26,10.4,"A"
"USGS","08164000",2009-01-27,10.9,"A"
"USGS","08164000",2009-01-28,11.2,"A"
"USGS","08164000",2009-01-29,11.1,"A"
"USGS","08164000",2009-01-30,10.7,"A"
"USGS","08164000",2009-01-31,10.7,"A"
"USGS","08164000",2009-02-01,15.1,"A"
"USGS","08164000",2009-02-02,12.3,"A"
"USGS","08164000",2009-02-03,12.9,"A"
"USGS","08164000",2009-02-04,12.5,"A"
"USGS","08164000",2009-02-05,13.9,"A"
"USGS","08164000",2009-02-06,11.3,"A"
"USGS","08164000",2009-02-07,9.07,"A"
"USGS","08164000",2009-02-08,8.12,"A"
"USGS","08164000",2009-02-09,10.4,"A"
"USGS","08164000",2009-02-10,13.6,"A"
"USGS","08164000",2009-02-11,6.83,"A"
"USGS","08164000",2009-02-12,5.22,"A"
"USGS","08164000",2009-02-13,7.7,"A"
"USGS","08164000",2009-02-14,12,"A e"
"USGS","08164000",2009-02-15,11.3,"A"
"USGS","08164000",2009-02-16,10,"A"
"USGS","08164000",2009-02-17,9.82,"A"
"USGS","08164000",2009-02-18,9.82,"A"
"USGS","08164000",2009-02-19,9.69,"A"
"USGS","08164000",2009-02-20,8.9,"A"
"USGS","08164000",2009-02-21,9.07,"A"
"USGS","08164000",2009-02-22,8.79,"A"
"USGS","08164000",2009-02-23,8.66,"A"
"USGS","08164000",2009-02-24,8.69,"A"
"USGS","08164000",2009-02-25,8.86,"A"
"USGS","08164000",2009-02-26,8.95,"A"
"USGS","08164000",2009-02-27,8.86,"A"
"USGS","08164000",2009-02-28,8.75,"A"
"USGS","08164000",2009-03-01,8.12,"A"
"USGS","08164000",2009-03-02,7.66,"A"
"USGS","08164000",2009-03-03,7.63,"A"
"USGS","08164000",2009-03-04,8.05,"A"
"USGS","08164000",2009-03-05,7.86,"A"
"USGS","08164000",2009-03-06,7.69,"A"
"USGS","08164000",2009-03-07,7.75,"A"
"USGS","08164000",2009-03-08,7.64,"A"
"USGS","08164000",2009-03-09,7.65,"A"
"USGS","08164000",2009-03-10,7.65,"A"
"USGS","08164000",2009-03-11,8.24,"A"
"USGS","08164000",2009-03-12,9.57,"A"
"USGS","08164000",2009-03-13,13.2,"A"
"USGS","08164000",2009-03-14,16.7,"A"
"USGS","08164000",2009-03-15,19.1,"A"
"USGS","08164000",2009-03-16,21.4,"A"
"USGS","08164000",2009-03-17,22.6,"A"
"USGS","08164000",2009-03-18,20.3,"A"
"USGS","08164000",2009-03-19,17.9,"A"
"USGS","08164000",2009-03-20,16.5,"A"
"USGS","08164000",2009-03-21,15.4,"A"
"USGS","08164000",2009-03-22,14.8,"A"
"USGS","08164000",2009-03-23,14.2,"A"
"USGS","08164000",2009-03-24,14.3,"A"
"USGS","08164000",2009-03-25,14.4,"A"
"USGS","08164000",2009-03-26,16.5,"A"
"USGS","08164000",2009-03-27,39.5,"A"
"USGS","08164000",2009-03-28,21.8,"A"
"USGS","08164000",2009-03-29,15.8,"A"
"USGS","08164000",2009-03-30,15.3,"A"
"USGS","08164000",2009-03-31,14,"A"
"USGS","08164000",2009-04-01,13.8,"A"
"USGS","08164000",2009-04-02,12.7,"A"
"USGS","08164000",2009-04-03,12.1,"A"
"USGS","08164000",2009-04-04,11.6,"A"
"USGS","08164000",2009-04-05,11.6,"A"
"USGS","08164000",2009-04-06,11.1,"A"
"USGS","08164000",2009-04-07,10.3,"A"
"USGS","08164000",2009-04-08,10.1,"A"
"USGS","08164000",2009-04-09,10.2,"A"
"USGS","08164000",2009-04-10,10.5,"A"
"USGS","08164000",2009-04-11,9.91,"A"
"USGS","08164000",2009-04-12,10.5,"A"
"USGS","08164000",2009-04-13,10.3,"A"
"USGS","08164000",2009-04-14,9.13,"A"
"USGS","08164000",2009-04-15,8.41,"A"
"USGS","08164000",2009-04-16,8.68,"A"
"USGS","08164000",2009-04-17,8.99,"A"
"USGS","08164000",2009-04-18,46.1,"A"
"USGS","08164000",2009-04-19,4410,"A"
"USGS","08164000",2009-04-20,8300,"A"
"USGS","08164000",2009-04-21,5320,"A"
"USGS","08164000",2009-04-22,461,"A"
"USGS","08164000",2009-04-23,302,"A"
"USGS","08164000",2009-04-24,234,"A"
"USGS","08164000",2009-04-25,196,"A"
"USGS","08164000",2009-04-26,170,"A"
"USGS","08164000",2009-04-27,158,"A"
"USGS","08164000",2009-04-28,881,"A"
